1:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties@<init>(com.google.javascript.jscomp.AbstractCompiler,com.google.javascript.jscomp.JSModuleGraph,boolean,boolean):122:moduleGraph != null |==> moduleGraph == null
353:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> map.getType() > Token.OBJECTLIT
354:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> map.getType() >= Token.OBJECTLIT
355:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> false
356:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):390:map.getType() == Token.OBJECTLIT |==> true
357:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):392:key != null |==> key == null
358:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):392:key != null |==> false
359:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):392:key != null |==> true
360:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@processPrototypeParent(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):397:getNameInfoForName(name, PROPERTY).getDeclarations().add(prop) |==> <NO-OP>
361:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addGlobalUseOfSymbol(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):406:symbolGraph.connect(globalNode, module, getNameInfoForName(name, type)) |==> <NO-OP>
362:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> n.getType() != Token.GETPROP
363:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> n.getType() < Token.GETPROP
364:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> n.getType() <= Token.GETPROP
365:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> n.getType() > Token.GETPROP
366:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> n.getType() >= Token.GETPROP
367:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> false
368:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):412:n.getType() == Token.GETPROP |==> true
369:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):413:symbolGraph.connect(externNode, firstModule, getNameInfoForName(n.getLastChild().getString(), PROPERTY)) |==> <NO-OP>
370:COR:start.isReferenced():TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):422:start.isReferenced() |==> false
371:COR:start.isReferenced():FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):422:start.isReferenced() |==> true
372:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null |==> startModule == null
373:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null |==> false
374:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null |==> true
375:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> startModule != null != moduleGraph.dependsOn(startModule, edge)
376:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> startModule != null == moduleGraph.dependsOn(startModule, edge)
377:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> false
378:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> startModule != null
379:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):425:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> moduleGraph.dependsOn(startModule, edge)
380:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> true
381:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):424:startModule != null && moduleGraph.dependsOn(startModule, edge) |==> startModule != null || moduleGraph.dependsOn(startModule, edge)
382:LVR:FALSE:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$PropagateReferences@traverseEdge(com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.NameInfo):431:false |==> true
383:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> parent.getType() != Token.VAR
384:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> parent.getType() < Token.VAR
385:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> parent.getType() <= Token.VAR
386:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> parent.getType() > Token.VAR
387:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> parent.getType() >= Token.VAR
388:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> false
389:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR |==> true
390:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> parent.getType() == Token.VAR != NodeUtil.isFunctionDeclaration(parent)
391:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> parent.getType() == Token.VAR && NodeUtil.isFunctionDeclaration(parent)
392:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> parent.getType() == Token.VAR == NodeUtil.isFunctionDeclaration(parent)
393:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> false
394:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> parent.getType() == Token.VAR
395:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):469:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> NodeUtil.isFunctionDeclaration(parent)
396:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):468:parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent) |==> true
397:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@<init>(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node,com.google.javascript.jscomp.JSModule):467:Preconditions.checkState(parent.getType() == Token.VAR || NodeUtil.isFunctionDeclaration(parent)) |==> <NO-OP>
398:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> parent.getType() != Token.FUNCTION
399:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> parent.getType() < Token.FUNCTION
400:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> parent.getType() <= Token.FUNCTION
401:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> parent.getType() > Token.FUNCTION
402:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> parent.getType() >= Token.FUNCTION
403:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> false
404:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION |==> true
405:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> parent.getType() == Token.FUNCTION != parent.hasOneChild()
406:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> parent.getType() == Token.FUNCTION && parent.hasOneChild()
407:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> parent.getType() == Token.FUNCTION == parent.hasOneChild()
408:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> false
409:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> parent.getType() == Token.FUNCTION
410:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> parent.hasOneChild()
411:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():477:parent.getType() == Token.FUNCTION || parent.hasOneChild() |==> true
412:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():478:NodeUtil.removeChild(parent.getParent(), parent) |==> <NO-OP>
413:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> parent.getType() != Token.VAR
414:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> parent.getType() < Token.VAR
415:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> parent.getType() <= Token.VAR
416:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> parent.getType() > Token.VAR
417:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> parent.getType() >= Token.VAR
418:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> false
419:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:parent.getType() == Token.VAR |==> true
420:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():480:Preconditions.checkState(parent.getType() == Token.VAR) |==> <NO-OP>
421:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@remove():481:parent.removeChild(nameNode) |==> <NO-OP>
422:COR:NodeUtil.isFunction(parent):TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@getFunctionNode():493:NodeUtil.isFunction(parent) |==> false
423:COR:NodeUtil.isFunction(parent):FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@getFunctionNode():493:NodeUtil.isFunction(parent) |==> true
424:LVR:POS:0:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@getFunctionNode():497:1 |==> 0
425:LVR:POS:NEG:com.google.javascript.jscomp.AnalyzePrototypeProperties$GlobalFunction@getFunctionNode():497:1 |==> -1
426:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$AssignmentProperty@remove():535:NodeUtil.removeChild(exprNode.getParent(), exprNode) |==> <NO-OP>
427:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$LiteralProperty@remove():582:map.removeChild(key) |==> <NO-OP>
428:LVR:FALSE:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo:620:false |==> true
429:LVR:FALSE:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo:626:false |==> true
430:LVR:FALSE:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):656:false |==> true
431:COR:referenced:TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):657:referenced |==> false
432:COR:referenced:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):657:referenced |==> true
433:LVR:TRUE:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):658:true |==> false
434:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):658:referenced = true |==> <NO-OP>
435:LVR:TRUE:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):659:true |==> false
436:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):659:hasChanged = true |==> <NO-OP>
437:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):662:moduleGraph != null |==> moduleGraph == null
438:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):662:moduleGraph != null |==> false
439:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):662:moduleGraph != null |==> true
440:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):665:deepestCommonModuleRef == null |==> deepestCommonModuleRef != null
441:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):665:deepestCommonModuleRef == null |==> false
442:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):665:deepestCommonModuleRef == null |==> true
443:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):666:deepestCommonModuleRef = module |==> <NO-OP>
444:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):668:deepestCommonModuleRef = moduleGraph.getDeepestCommonDependencyInclusive(deepestCommonModuleRef, module) |==> <NO-OP>
445:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):673:originalDeepestCommon != deepestCommonModuleRef |==> originalDeepestCommon == deepestCommonModuleRef
446:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):673:originalDeepestCommon != deepestCommonModuleRef |==> false
447:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):673:originalDeepestCommon != deepestCommonModuleRef |==> true
448:LVR:TRUE:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):674:true |==> false
449:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$NameInfo@markReference(com.google.javascript.jscomp.JSModule):674:hasChanged = true |==> <NO-OP>
